Project Name,Latitude,Longitude,Google Maps URL,Micromarket Name
Sattva Bliss,13.062496,77.743289,"https://www.google.com/maps/place/Sattva+Bliss/@13.062496,77.743289,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f7107da7669:0xde9ee7f9af8932e6!8m2!3d13.0624908!4d77.7458639!16s%2Fg%2F11k4rwv28n?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Budigere Cross
Godrej Athena,12.9685705,77.6646701,"https://www.google.com/maps/place/Godrej+Athena,+Indiranagar+Bangalore/@12.9685705,77.6646701,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13f28dd089d7:0xb39af5c7a6a08d9f!8m2!3d12.9685653!4d77.667245!16s%2Fg%2F11tns5p73x?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",HAL Airport
Signature Tulips Uptown,13.0648131,77.7614492,"https://www.google.com/maps/place/Signature+Tulips/@13.0648131,77.7614492,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0ff5e36b2337:0xba64326d6ee8120!8m2!3d13.0648079!4d77.7640241!16s%2Fg%2F1tfqjtwf?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Saroj Whispering Winds,13.0959162,77.9463238,"https://www.google.com/maps/place/Saroj+Whispering+winds-+Villa+Plots+in+Narsapura+Industrial+Area/@13.0959162,77.9463238,17z/data=!3m1!4b1!4m6!3m5!1s0x3badfd0bf6617dc5:0xa4cd737485f68e91!8m2!3d13.095911!4d77.9488987!16s%2Fg%2F11h5s2k977?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Aura,12.9975743,77.438601,"https://www.google.com/maps/search/Aura,+Bengaluru,+Karnataka,+India/@12.9975743,77.438601,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gongadipura
Sobha Lake Gardens,13.0193867,77.7214389,"https://www.google.com/maps/place/Sobha+Lake+Gardens/@13.0193867,77.7214389,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11773c895081:0x4fc00dd2c3030e6!8m2!3d13.0193815!4d77.7240138!16s%2Fg%2F11f78bbb19?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sadaramangala
Around The Life,12.9873944,77.7346904,"https://www.google.com/maps/place/Around+The+Life/@12.9873944,77.7346904,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11e4eff65539:0x7fee05cf6797f908!8m2!3d12.9873892!4d77.7372653!16s%2Fg%2F11kjt4qzy3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hudi
Prestige Waterford,12.9821571,77.7411295,"https://www.google.com/maps/place/Prestige+Waterford/@12.9821571,77.7411295,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1140a51448ab:0xc1e3bb2948afbff4!8m2!3d12.9821519!4d77.7437044!16s%2Fg%2F11jm_2bhpm?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hudi
Concorde Equity,13.033151,77.955386,"https://www.google.com/maps/place/Concorde+Equity+-+Villa+plots+in+Malur/@13.033151,77.955386,17z/data=!3m1!4b1!4m6!3m5!1s0x3bade322d603161f:0x7cff3cff36cf4b90!8m2!3d13.0331458!4d77.9579609!16s%2Fg%2F11ts7nykw6?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
SNN Raj Bay Vista,12.8982045,77.6087414,"https://www.google.com/maps/place/SNN+Raj+Bay+Vista/@12.8982045,77.6087414,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1592b778acf3:0x5f98020b620a8632!8m2!3d12.8981993!4d77.6113163!16s%2Fg%2F11tp514zxd?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bilekhalli
Golden Pearl ,12.9147373,77.5279216,"https://www.google.com/maps/search/Golden+Pearl+,+Bengaluru,+Karnataka,+India/@12.9147373,77.5279216,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Rajarajeshwari Nagar
Shriram Wyt Field,13.0707759,77.7438259,"https://www.google.com/maps/place/Shriram+WYTField/@13.0707759,77.7438259,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae05535519b8e1:0x122145e61d24a11e!8m2!3d13.0707707!4d77.7464008!16s%2Fg%2F11tcw1v6vg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Budigere Cross
Provident Capella,12.9927727,77.8034597,"https://www.google.com/maps/place/Provident+Capella/@12.9927727,77.8034597,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f426171efe5:0x7c46453cb4fe95be!8m2!3d12.9927675!4d77.8060346!16s%2Fg%2F11h6crt112?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Orchid Life,12.9264749,77.7248571,"https://www.google.com/maps/place/Orchid+Life+-+Goyal+%26+Co+%7C+Hariyana+Group/@12.9264749,77.7248571,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13000bdbaaf3:0x10442141b095e927!8m2!3d12.9264697!4d77.727432!16s%2Fg%2F11vpcnwn3x?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gunjur
Bluejay Lakeview Estate,12.9466432,77.3905518,"https://www.google.com/maps/search/Bluejay+Lakeview+Estate,+Bengaluru,+Karnataka,+India/@12.9466432,77.3905518,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gongadipura
DS Max Spoorthi,12.8170736,77.7730228,"https://www.google.com/maps/place/DS+MAX+Spoorthi/@12.8170736,77.7730228,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73e1e4fd6405:0x236d1346632b1185!8m2!3d12.8170684!4d77.7755977!16s%2Fg%2F11rcbs018t?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Adigondanahalli
Down by the water,13.0914261,77.6097547,"https://www.google.com/maps/place/Down+by+the+Water+%7C+Total+Environment/@13.0914261,77.6097547,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19282d439b19:0xc994a75f4367bbd3!8m2!3d13.0914209!4d77.6123296!16s%2Fg%2F11w3lw8blt?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka
RJ Lake Gardenia,13.0183566,77.7046941,"https://www.google.com/maps/place/RJ+Lake+Gardenia/@13.0183566,77.7046941,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11ad1ecde55b:0x44b12806ba269210!8m2!3d13.0183514!4d77.707269!16s%2Fg%2F11vhbwz6fc?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",K R Puram
Lavivant,12.8260931,77.7839033,"https://www.google.com/maps/place/La+Vivant/@12.8260931,77.7839033,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae724c36fc4d5b:0xb71b471993e3c367!8m2!3d12.8260879!4d77.7864782!16s%2Fg%2F11vhxct69g?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Sowparnika Life On The Green,12.8004473,77.7830113,"https://www.google.com/maps/place/Sowparnika+Life+On+The+Green/@12.8004473,77.7830113,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73d935719c95:0x74f652f62430951d!8m2!3d12.8004421!4d77.7855862!16s%2Fg%2F11txfs8jbm?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bidaraguppe
Honey Comb Homes,12.893869,77.4715543,"https://www.google.com/maps/place/HONEYCOMB+HOMES+APARTMENT/@12.893869,77.4715543,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f66ccd86c3b:0x45d94b66c25d1c8d!8m2!3d12.8938638!4d77.4741292!16s%2Fg%2F11vf30wg85?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Challaghatta
Provident Ecopolitan,13.1463514,77.6804955,"https://www.google.com/maps/search/Provident+Ecopolitan,+Bengaluru,+Karnataka,+India/@13.1463514,77.6804955,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",KIADB Park
Chandrika Paradise,12.7241383,77.6930495,"https://www.google.com/maps/place/Chandrika+Paradise/@12.7241383,77.6930495,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6f92995d7867:0x98af4c5306f4a107!8m2!3d12.7241331!4d77.6956244!16s%2Fg%2F11sjtj_0f0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anekal
MJR Opus ,12.853684,77.8079038,"https://www.google.com/maps/place/MJR+Opus/@12.853684,77.8079038,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae731db8e489a9:0x1ed1f41efc431770!8m2!3d12.8536788!4d77.8104787!16s%2Fg%2F11tf6cn4rp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Sarang By Sumadhura,13.0295812,77.7496052,"https://www.google.com/maps/place/Sarang+by+Sumadhura+Phase+-+1/@13.0295812,77.7496052,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f7eb0b054af:0xa1f290c625ed5f6d!8m2!3d13.029576!4d77.7521801!16s%2Fg%2F11v01y3s2s?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannamangala
Vanantara Jiva,13.0297092,77.5703723,"https://www.google.com/maps/place/Vanantara+Jiva/@13.0297092,77.5703723,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae171f638c1279:0xd4f548e95e9e450a!8m2!3d13.029704!4d77.5729472!16s%2Fg%2F11y4qwd6l2?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",IISC
Brigade Calista,13.0628727,77.737328,"https://www.google.com/maps/place/Brigade+Calista/@13.0628727,77.737328,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11119c2c4af1:0x4ef16363317c99b5!8m2!3d13.0628675!4d77.7399029!16s%2Fg%2F11tk9_lh3m?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Cheemasandra
Godrej Splendour,13.0117158,77.7433583,"https://www.google.com/maps/place/Godrej+Splendour,+Whitefield+Bangalore/@13.0117158,77.7433583,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f76a01f6405:0xb01eed2d016c1c23!8m2!3d13.0117106!4d77.7459332!16s%2Fg%2F11rvc2jz0r?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannamangala
Adarsh Welkin Park Villas,12.944372,77.626355,"https://www.google.com/maps/place/ADARSH+WELKIN+PARK/@12.944372,77.626355,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae14404418f9f1:0x4c5d235a1e3cf2f8!8m2!3d12.9443668!4d77.6289299!16s%2Fg%2F11vrtwgsm1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Koramangala
Adarsh Stratuss,12.9024165,77.5827478,"https://www.google.com/maps/place/Adarsh+Stratuss/@12.9024165,77.5827478,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15e404b74f79:0xbafe6786586ac7e1!8m2!3d12.9024113!4d77.5853227!16s%2Fg%2F11j00n3v_y?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bilekhalli
Macasa Emerald,12.8900984,77.693097,"https://www.google.com/maps/search/Macasa+Emerald,+Bengaluru,+Karnataka,+India/@12.8900984,77.693097,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Choodasandra
Prestige Park Grove,13.019073,77.7548732,"https://www.google.com/maps/place/Prestige+Park+Grove/@13.019073,77.7548732,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fd93f34b90b:0x4e7121644b1d30b1!8m2!3d13.0190678!4d77.7574481!16s%2Fg%2F11rsrnmr5x?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannamangala
Prestige Finsbury Park Regent,13.1419761,77.6818314,"https://www.google.com/maps/search/Prestige+Finsbury+Park+Regent,+Bengaluru,+Karnataka,+India/@13.1419761,77.6818314,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",KIADB Park
Lakeside24,12.9544595,77.3012638,"https://www.google.com/maps/search/Lakeside24,+Bengaluru,+Karnataka,+India/@12.9544595,77.3012638,10z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bangalore South
Spring Green Meadows,12.7372116,77.7346223,"https://www.google.com/maps/place/Spring+Green+Meadows+Villas/@12.7372116,77.7346223,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6f006ec4cebf:0xa4aefc6a39ccfb0!8m2!3d12.7372064!4d77.7371972!16s%2Fg%2F11vm2bmkj1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anekal
Beverly Hills,2.1638664,74.2777763,"https://www.google.com/maps/dir/Beverly+Hills,+California,+USA/Bengaluru,+Karnataka,+India/@2.1638664,74.2777763,3z/data=!3m1!4b1!4m13!4m12!1m5!1m1!1s0x80c2bc04d6d147ab:0xd6c7c379fd081ed1!2m2!1d-118.4003563!2d34.0736204!1m5!1m1!1s0x3bae1670c9b44e6d:0xf8dfc3e8517e4fe0!2m2!1d77.5945627!2d12.9715987?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
JRC Palladio ,12.8293607,77.7693187,"https://www.google.com/maps/place/JRC+PALLADIO/@12.8293607,77.7693187,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae724a1f3f40f7:0xd7e84082421a4418!8m2!3d12.8293555!4d77.7718936!16s%2Fg%2F11svk8lhh0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
DS Max Senate,12.868465,77.6320243,"https://www.google.com/maps/place/DS-MAX+Senate/@12.868465,77.6320243,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6b3c56881203:0x207421575943b11!8m2!3d12.8684598!4d77.6345992!16s%2Fg%2F11t6h7wyb0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Begur
Bhavisha Avighna,12.8810651,77.7716814,"https://www.google.com/maps/place/Bhavisha+Avighna/@12.8810651,77.7716814,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae136ac93e0e4f:0xf0ae5b8f1779d269!8m2!3d12.8810599!4d77.7742563!16s%2Fg%2F11ldv4wpxb?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
SLN Plazzo,12.9490873,77.7701958,"https://www.google.com/maps/place/SLN+Palazzo/@12.9490873,77.7701958,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0de736469433:0x97228aea6d0558e2!8m2!3d12.9490821!4d77.7727707!16s%2Fg%2F11txft2v7k?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
woodsvale,12.8856804,77.7898716,"https://www.google.com/maps/place/Woodsvale/@12.8856804,77.7898716,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae7350bb3692c5:0xc223dc1da5b5d08f!8m2!3d12.8856752!4d77.7924465!16s%2Fg%2F11p60tfn1b?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Prestige Green Gables,12.9380848,77.6981905,"https://www.google.com/maps/place/Prestige+Green+Gables/@12.9380848,77.6981905,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13b82f81bfeb:0x937b7fac33655c3d!8m2!3d12.9380796!4d77.7007654!16s%2Fg%2F11jny4rv0t?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kadubeesanahalli
Garuda Creekview,13.0283299,77.720921,"https://www.google.com/maps/place/Garuda+CREEKVIEW/@13.0283299,77.720921,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae104d870f0d49:0x55aee302a77f4adf!8m2!3d13.0283247!4d77.7234959!16s%2Fg%2F11tgds6w2v?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sadaramangala
Green Orchid,12.8838671,77.6097548,"https://www.google.com/maps/place/Green+Orchid,+Royal+Residency+Layout+-+BTM+4th+stg,+Royal+Residency+Layout,+Arekere,+Bengaluru,+Karnataka+560076/@12.8838671,77.6097548,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae14d6a3a044d3:0x9e0de691784f19e6!8m2!3d12.8838619!4d77.6123297!16s%2Fg%2F12hlsjsrt?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
Assetz Bloom & Dell,13.0251157,77.7438334,"https://www.google.com/maps/place/Assetz+Bloom+%26+Dell/@13.0251157,77.7438334,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f2eb72e8b4d:0x2c3241f5ddfe5c0!8m2!3d13.0251105!4d77.7464083!16s%2Fg%2F11scp951km?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannamangala
Shanders court yard,12.9205618,77.4469121,"https://www.google.com/maps/search/Shanders+court+yard,+Bengaluru,+Karnataka,+India/@12.9205618,77.4469121,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gongadipura
Nikoo Homes,13.0918134,77.6067892,"https://www.google.com/maps/search/Nikoo+Homes,+Bengaluru,+Karnataka,+India/@13.0918134,77.6067892,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
Nexsa Acuity,13.072037,77.6504344,"https://www.google.com/maps/place/Nexsa+Acuity/@13.072037,77.6504344,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1179b7cb402b:0xbb5d155f16684370!8m2!3d13.0720318!4d77.6530093!16s%2Fg%2F11v5s1nc1m?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Narayanapura
Sobha Neopolis,12.9336173,77.7141303,"https://www.google.com/maps/place/SOBHA+Neopolis/@12.9336173,77.7141303,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13de030c640d:0x75981729dbc28690!8m2!3d12.9336121!4d77.7167052!16s%2Fg%2F11sk61n4jp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Panathur
Inspira Infinity,12.9058192,77.7027699,"https://www.google.com/maps/place/Inspira+Infinity/@12.9058192,77.7027699,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13ec13fc4539:0x4c69135ec7765be7!8m2!3d12.905814!4d77.7053448!16s%2Fg%2F11mpc8fbtt?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Carmelaram
Mahendra Aarya,12.8260081,77.7041806,"https://www.google.com/maps/place/Mahendra+Aarya/@12.8260081,77.7041806,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d80610c0eff:0x3f0eb5f89361c8c2!8m2!3d12.8260029!4d77.7067555!16s%2Fg%2F11r3ly8r2n?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Pride Altius,13.0498013,77.4932708,"https://www.google.com/maps/place/Pride+Altius/@13.0498013,77.4932708,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d7c07c74831:0x3e62582fbe42315!8m2!3d13.0497961!4d77.4958457!16s%2Fg%2F11jsr8q44k?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nagasandra
Brigade Laguna,13.0650473,77.606811,"https://www.google.com/maps/place/Brigade+Laguna/@13.0650473,77.606811,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17e880043263:0x3b683d69907ef702!8m2!3d13.0650421!4d77.6093859!16s%2Fg%2F11c1nzbb6m?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
Century Seasons,12.9893875,77.5900203,"https://www.google.com/maps/place/Century+Seasons/@12.9893875,77.5900203,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1669d984f49b:0x384a408b3a3406e8!8m2!3d12.9893823!4d77.5925952!16s%2Fg%2F11krmb26tq?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Vasanth Nagar
Equinox Raindrop,13.231871,77.5924799,"https://www.google.com/maps/place/EQUINOX+RAINDROP/@13.231871,77.5924799,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1f00132c81cd:0xa702ab3c324b5c03!8m2!3d13.2318658!4d77.5950548!16s%2Fg%2F11vlyv4sq1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
C R Serenity,12.8748308,77.6082963,"https://www.google.com/maps/place/C+R+Serenity/@12.8748308,77.6082963,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6be1eb38bc07:0xa51934e8e3316a45!8m2!3d12.8748256!4d77.6108712!16s%2Fg%2F11l76ndx3n?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
The Right Life,12.8990619,77.7452834,"https://www.google.com/maps/place/Mana+Skanda's+The+Right+Life/@12.8990619,77.7452834,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dc0ad20cbbb:0x68e80745218128fa!8m2!3d12.8990567!4d77.7478583!16s%2Fg%2F11vc1jk3v0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kachamaranahalli
Mahaveer Grandis,12.8830091,77.5835888,"https://www.google.com/maps/place/Mahaveer+Grandis/@12.8830091,77.5835888,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150046f1e6c9:0x3f30f7a590380ae2!8m2!3d12.8830039!4d77.5861637!16s%2Fg%2F11y3rl77rw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bilekhalli
Sobaha Crystal Meadows ,12.9046144,77.7181041,"https://www.google.com/maps/place/SOBHA+Crystal+Meadows/@12.9046144,77.7181041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13b045da25ab:0xd5304d751fff336f!8m2!3d12.9046092!4d77.720679!16s%2Fg%2F11vyyv21s9?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Mullur
Ranka Countryside,12.7579641,77.6202677,"https://www.google.com/maps/place/Ranka+Countryside/@12.7579641,77.6202677,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae694dd8fadb1d:0x489240ba97485e01!8m2!3d12.7579589!4d77.6228426!16s%2Fg%2F11n8j9x21d?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anekal
RAK Felicity,13.2658772,77.7253752,"https://www.google.com/maps/place/RAK+Felicity+by+Vencer/@13.2658772,77.7253752,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e39fcd91c1ff:0xef679dd01d09196a!8m2!3d13.265872!4d77.7279501!16s%2Fg%2F11jyll4kbp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Abhee Kings Court,12.8867948,77.7648852,"https://www.google.com/maps/place/Abhee+King's+Court/@12.8867948,77.7648852,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0d1877eea1e7:0xba37140437921dd9!8m2!3d12.8867896!4d77.7674601!16s%2Fg%2F11twfb6fxc?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Paradise on Earth,12.8464511,77.4589728,"https://www.google.com/maps/place/Urbanrise+Paradise+on+Earth/@12.8464511,77.4589728,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae38c490000001:0xe1d124aa566e616e!8m2!3d12.8464459!4d77.4615477!16s%2Fg%2F11vhfdqwk2?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Challaghatta
Guru Punvaanii Etasha,13.0670938,77.3903782,"https://www.google.com/maps/place/Guru+Punvaanii+Etasha/@13.0670938,77.3903782,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae258ca9e0193b:0x9f305e5c2928ffd1!8m2!3d13.0670886!4d77.3929531!16s%2Fg%2F11ks3vf7f9?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nelamangala
Mana Capitol,12.9023803,77.700794,"https://www.google.com/maps/place/Mana+Capitol+Commercial/@12.9023803,77.700794,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae12de3c23c633:0x21517f2dd18e48a2!8m2!3d12.9023751!4d77.7033689!16s%2Fg%2F11bbw_nd59?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Carmelaram
Tangled Up In Green ,13.2636805,77.6799994,"https://www.google.com/maps/search/Tangled+Up+In+Green+,+Bengaluru,+Karnataka,+India/@13.2636805,77.6799994,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Trendsquares Ortus,13.0430884,77.5828164,"https://www.google.com/maps/search/Trendsquares+Ortus,+Bengaluru,+Karnataka,+India/@13.0430884,77.5828164,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hebbal
DNR Arista,12.9224304,77.6723407,"https://www.google.com/maps/place/DNR+Arista/@12.9224304,77.6723407,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13e7ace3b2ff:0xc675d3a7a60870f8!8m2!3d12.9224252!4d77.6749156!16s%2Fg%2F11vkh_c9dg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bellandur
Arvind Forest Trails,12.8553277,77.8021696,"https://www.google.com/maps/place/Arvind+Forest+Trails,+Sarjapur/@12.8553277,77.8021696,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73e6ad8919a7:0xe80c8cd327d487a!8m2!3d12.8553225!4d77.8047445!16s%2Fg%2F11y1nlg7xy?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
GR Sitara,12.8807814,77.6735226,"https://www.google.com/maps/place/GR+Sitara/@12.8807814,77.6735226,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d48e4143435:0x6f5dc60d862cf2f6!8m2!3d12.8807762!4d77.6760975!16s%2Fg%2F11rtp0ml5w?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Naganathapura
